id,name,category,subcategory,price,emoji,badge,image,description,visible,inStock
"rb-prt-b02","Double-Sided PCB 5x7cm (5pcs)","proto","prototyping","99","📦","","","5-pack of 5x7cm double-sided perf boards. 2.54mm hole pitch for DIP components.","TRUE","TRUE"
"rb-prt-b03","Double-Sided PCB 10x15cm (2pcs)","proto","prototyping","149","📦","","","2-pack of 10x15cm double-sided universal PCBs. Ideal for larger project boards.","TRUE","TRUE"
"rb-prt-b04","SMD Prototype PCB 5x7cm (5pcs)","proto","prototyping","129","📦","","","5-pack of SMD-capable PCBs with 0805 pads and SOT-23 footprints.","TRUE","TRUE"
"rb-prt-k01","Arduino Starter Kit with Components","proto","prototyping","1499","📦","","","Arduino Uno R3, breadboard, jumper wires, LEDs, resistors, sensors - complete starter box.","TRUE","TRUE"
"rb-prt-k02","ESP32 IoT Development Kit","proto","prototyping","999","📦","","","ESP32 dev board, DHT22, relay, OLED, jumper wires - for IoT and Wi-Fi projects.","TRUE","TRUE"
"rb-prt-k03","Raspberry Pi Pico Starter Kit","proto","prototyping","799","📦","","","RPi Pico W, breadboard, LEDs, buttons, resistors, micro USB cable, and guide.","TRUE","TRUE"
"rb-prt-k04","Robot Car Chassis Kit (4WD)","proto","prototyping","1299","📦","","","4-wheel drive chassis with DC motors, wheels, encoders, and motor driver module.","TRUE","TRUE"
"rb-prt-k05","Line Follower Robot Kit","proto","prototyping","1499","📦","","","Complete line-follower kit with IR sensors, L298N, Arduino Uno, and chassis.","TRUE","TRUE"
"rb-prt-e01","ABS Project Box 100x60x25mm","proto","prototyping","149","📦","","","Black ABS enclosure for small electronics projects. Screw-top lid, 100x60x25mm.","TRUE","TRUE"
"rb-prt-e02","ABS Project Box 150x80x35mm","proto","prototyping","199","📦","","","Medium ABS project enclosure with flanged lid, 150x80x35mm.","TRUE","TRUE"
"rb-prt-e03","DIN Rail Enclosure 100mm","proto","prototyping","299","📦","","","Snap-on ABS DIN rail enclosure for panel mounting. Fits standard rail.","TRUE","TRUE"
"rb-prt-e04","Raspberry Pi 4 Acrylic Case","proto","prototyping","299","📦","","","Clear acrylic layered case for RPi 4 with GPIO access, 4 standoffs, fan mount.","TRUE","TRUE"
"rb-prt-e05","Arduino Uno Acrylic Case","proto","prototyping","149","📦","","","Clear acrylic case for Arduino Uno with USB and power cutouts.","TRUE","TRUE"
"e-uno","Arduino Uno R3","electronics","arduino","","🔵","HOT","https://images.unsplash.com/photo-1586920740099-f3ceb65bc51e?w=600&q=80&auto=format&fit=crop","The classic ATmega328P development board. Perfect for beginners and pros alike.","TRUE","TRUE"
"e-mega","Arduino Mega 2560","electronics","arduino","","🟢","","https://images.unsplash.com/photo-1607082348824-0a96f2a4b9da?w=600&q=80&auto=format&fit=crop","More pins, more power. 54 digital I/O pins and 256KB flash for complex projects.","TRUE","TRUE"
"e-nano","Arduino Nano","electronics","arduino","","🔷","","https://images.unsplash.com/photo-1603732551658-5fabbafa84eb?w=600&q=80&auto=format&fit=crop","Compact and powerful. All the Arduino goodness in a tiny breadboard-friendly form.","TRUE","TRUE"
"e-esp32","ESP32 Dev Board","electronics","modules","","📡","HOT","https://images.unsplash.com/photo-1518770660439-4636190af475?w=600&q=80&auto=format&fit=crop","Dual-core WiFi + Bluetooth powerhouse. The go-to chip for IoT projects.","TRUE","TRUE"
"e-esp8266","ESP8266 NodeMCU","electronics","modules","","📶","","https://images.unsplash.com/photo-1553406926-ba6e4e9ce89e?w=600&q=80&auto=format&fit=crop","The WiFi module that changed everything. Budget IoT with built-in USB.","TRUE","TRUE"
"e-rpi4","Raspberry Pi 4B (4GB)","electronics","arduino","","🍓","NEW","https://images.unsplash.com/photo-1531297484001-80022131f5a1?w=600&q=80&auto=format&fit=crop","Full Linux SBC with 4GB RAM. Powers robots, AI projects and media centres.","TRUE","TRUE"
"e-ultrasonic","HC-SR04 Ultrasonic Sensor","electronics","sensors","","📏","","https://images.unsplash.com/photo-1581092160607-ee67df0c4a6b?w=600&q=80&auto=format&fit=crop","Accurate distance sensing from 2cm to 400cm. Robotics staple.","TRUE","TRUE"
"e-servo","SG90 Micro Servo","electronics","motors","","⚙️","","https://images.unsplash.com/photo-1635070041078-e363dbe005cb?w=600&q=80&auto=format&fit=crop","Lightweight 9g servo for small robotic arms, pan-tilt mounts and RC projects.","TRUE","TRUE"
"d-fpv5","5"" FPV Racing Drone","drones","complete","","🚀","HOT","https://images.unsplash.com/photo-1527977966861-8dfc86d96f3f?w=600&q=80&auto=format&fit=crop","Ready-to-fly 5"" FPV racer built and tuned in-house. Plug in a battery and fly.","TRUE","TRUE"
"d-frame-5","5"" Freestyle Frame","drones","frames","","🔩","","https://images.unsplash.com/photo-1508614589041-895b88991e3e?w=600&q=80&auto=format&fit=crop","True X carbon fibre frame. Rigid, light and built to survive crashes.","TRUE","TRUE"
"d-f7","F7 Flight Controller","drones","flight-controllers","","🎛️","NEW","https://images.unsplash.com/photo-1601132359864-b06e71c7c50e?w=600&q=80&auto=format&fit=crop","Betaflight-ready F7 FC with onboard blackbox and 8 UARTs.","TRUE","TRUE"
"d-2207","2207 2450KV Brushless Motor","drones","motors","","⚡","","https://images.unsplash.com/photo-1581092918056-0c4c3acd3789?w=600&q=80&auto=format&fit=crop","High-torque stator for punchy 5"" builds. 4–6S compatible.","TRUE","TRUE"
"d-4in1-esc","45A 4-in-1 ESC","drones","escs","","🔌","","https://images.unsplash.com/photo-1612198188060-c7c2a3b66eae?w=600&q=80&auto=format&fit=crop","BLHeli_32 4-in-1 ESC stack. 45A per channel, 30×30mm mount.","TRUE","TRUE"
"p-pla","PLA Printing Service","3d-printing","fdm","","🟡","HOT","https://images.unsplash.com/photo-1631049307264-da0ec9d70304?w=600&q=80&auto=format&fit=crop","Most popular material. Great for prototypes, enclosures and visual models.","TRUE","TRUE"
"p-petg","PETG Printing Service","3d-printing","fdm","","🔵","","https://images.unsplash.com/photo-1612817159949-195b6eb9e31a?w=600&q=80&auto=format&fit=crop","Tough, slightly flexible and moisture resistant. Ideal for functional parts.","TRUE","TRUE"
"p-tpu","TPU Flexible Printing","3d-printing","fdm","","🟠","","https://images.unsplash.com/photo-1565034946487-077786996e27?w=600&q=80&auto=format&fit=crop","Rubber-like flexible material. Perfect for drone canopies, gaskets and grips.","TRUE","TRUE"
"p-nylon","Nylon Printing Service","3d-printing","fdm","","⚪","NEW","https://images.unsplash.com/photo-1609695001873-99e78e2f38cc?w=600&q=80&auto=format&fit=crop","Engineering-grade nylon for mechanical parts requiring strength and heat resistance.","TRUE","TRUE"
"proto-pcb","PCB Design & Manufacturing","prototyping","pcb","","🟢","NEW","https://images.unsplash.com/photo-1558618666-fcd25c85cd64?w=600&q=80&auto=format&fit=crop","From schematic to board — we design, fabricate and assemble your PCB.","TRUE","TRUE"
"proto-cnc","CNC Machining Service","prototyping","cnc","","🔨","","https://images.unsplash.com/photo-1504917595217-d4dc5ebe6122?w=600&q=80&auto=format&fit=crop","Precision CNC milling in aluminium, steel, acrylic and wood. ±0.1mm tolerance.","TRUE","TRUE"
"sup-pla-1kg","PLA Filament 1kg","printers-supplies","filaments","","🧵","","https://images.unsplash.com/photo-1586953208448-b95a79798f07?w=600&q=80&auto=format&fit=crop","Premium PLA in 30+ colours. Consistent diameter, tangle-free spool.","TRUE","TRUE"
"sup-petg-1kg","PETG Filament 1kg","printers-supplies","filaments","","🔵","","https://images.unsplash.com/photo-1605647540924-852290f6b0d5?w=600&q=80&auto=format&fit=crop","Tough PETG for functional parts. Clear, black, white and more.","TRUE","TRUE"
